18,58,46,33
19,60,46,32
20,70,52,34
21,76,57,38
22,79,60,41
23,79,64,49
24,71,61,51
25,77,67,56
26,64,58,52
27,63,57,50
28,73,68,63
29,74,66,57
30,68,57,45
31,66,53,40
Nov,2015,,
1,63,59,55
2,66,63,59
3,65,62,59
4,70,65,59
5,74,69,63
6,76,71,65
7,72,66,59
8,59,55,50
9,55,51,47
10,69,59,48
11,68,57,46
12,77,61,45
13,66,55,44
14,60,47,34
15,64,48,31
16,65,51,36
17,67,53,38
18,72,63,53
19,73,65,56
20,62,51,40
21,60,46,32
22,52,44,36
23,47,38,29
24,57,42,27
25,59,45,30
26,70,55,39
27,71,57,43
28,71,58,45
29,74,62,49
30,60,53,45
Dec,2015,,
1,53,48,43
2,64,58,52
3,58,49,39
4,54,44,33
5,56,43,29
6,60,45,29
7,58,50,41
8,61,49,36
9,64,53,42
10,67,56,44
11,71,61,50
12,75,64,53
13,73,62,50
14,75,69,62
15,72,60,48
16,65,54,43
17,59,55,51
18,59,48,37
19,48,37,26
20,54,41,27
21,57,47,36
22,65,58,51
23,73,67,61
24,77,72,66
25,74,70,65
26,74,69,63
27,76,70,64
28,68,60,51
29,74,64,53
30,67,65,63
31,66,59,51
Jan,2016,,
1,51,47,43
2,52,42,32
3,53,42,31
4,43,36,29
5,34,29,23
6,45,33,21
7,44,41,37
8,47,44,40
9,54,50,45
10,63,50,37
11,45,36,27
12,54,41,28
13,43,35,27
14,60,44,27
15,51,43,35
16,61,52,42
17,42,36,29
18,35,29,22
19,32,25,18
20,39,29,18
21,44,35,26
22,32,29,25
23,32,28,24
24,47,38,28
25,52,38,24
26,61,48,35
27,52,46,40
28,45,40,34
29,54,43,31
30,56,41,26
31,70,54,38
Feb,2016,,
1,72,60,47
2,60,55,49
3,72,62,51
4,63,53,42
5,47,38,29
6,48,37,26
7,44,41,37
8,56,42,28
9,44,37,29
10,40,32,24
11,41,30,19
12,32,29,25
13,34,28,21
14,32,24,15
15,35,29,23
16,60,48,35
17,57,48,38
18,51,42,32
19,53,40,26
20,66,55,43
21,71,58,45
22,57,51,45
23,46,45,43
24,73,59,45
25,55,48,40
26,50,41,31
27,52,38,24
28,67,49,31
29,73,60,46
Mar,2016,,
1,74,56,38
2,64,50,35
3,49,39,28
4,52,44,35
5,55,45,34
6,58,48,37
7,68,52,35
8,78,63,47
9,78,65,51
10,79,68,57
11,80,72,63
12,78,69,59
13,77,69,60
14,80,69,58
15,78,67,55
16,86,72,57
17,77,62,46
18,72,60,48
19,60,52,43
20,43,42,40
21,57,47,37
22,66,49,32
23,77,63,48
24,78,66,54
25,76,70,64
26,65,60,55
27,59,57,54
28,75,65,54
29,67,56,45
30,69,56,42
31,77,66,55
Apr,2016,,
1,78,73,67
2,71,64,56
3,62,53,44
4,76,61,46
5,62,50,37
6,63,46,29
7,69,61,53
8,63,52,41
9,52,45,38
10,60,45,29
11,76,62,47
12,64,60,55
13,64,55,45
14,66,52,38
15,67,54,40
16,70,53,35
17,72,55,37
18,84,63,42
19,88,71,53
20,75,66,57
21,81,67,53
22,72,67,62
23,77,69,61
24,74,62,50
25,81,67,53
26,84,72,59
27,87,76,64
28,85,75,64
29,78,69,60
30,65,62,58
May,2016,,
1,77,68,59
2,87,77,66
3,79,71,63
4,74,65,55
5,61,55,49
6,67,59,50
7,75,63,50
8,82,71,60
9,81,67,52
10,84,75,65
11,83,73,63
12,81,73,64
13,78,69,59
14,82,67,52
15,67,58,48
16,73,58,42
17,69,63,57
18,64,61,57
19,62,60,57
20,71,64,56
21,77,70,62
22,70,62,53
23,68,60,51
24,83,67,50
25,87,73,59
26,89,77,64
27,88,78,68
28,87,73,59
29,76,71,65
30,84,75,66
31,85,78,70
Jun,2016,,
1,86,77,67
2,88,79,70
3,91,81,70
4,92,81,69
5,89,80,70
6,82,77,71
7,88,78,67
8,81,70,58
9,82,67,52
10,85,72,59
11,92,81,69
12,93,82,70
13,85,74,62
14,90,75,59
15,91,81,70
16,92,83,73
17,83,75,67
18,82,71,59
19,84,70,56
20,88,72,56
21,91,79,67
22,92,82,72
23,91,79,67
24,88,79,69
25,85,78,71
26,85,75,64
27,90,78,65
28,78,75,71
29,89,79,69
30,88,79,69
Jul,2017,,
1,89,81,72
2,88,80,71
3,78,74,70
4,85,77,69
5,95,84,73
6,91,82,72
7,93,83,73
8,94,83,71
9,91,80,68
10,88,79,69
11,90,82,73
12,91,81,70
13,94,83,72
14,95,84,73
15,95,83,71
16,87,79,70
17,90,79,68
18,93,83,72
19,93,84,74
20,89,80,70
21,90,80,70
22,93,83,73
23,95,84,72
24,95,85,74
25,96,87,77
26,97,86,75
27,95,86,76
28,96,85,74
29,92,84,75
30,95,85,74
31,96,84,72
Aug,2016,,
1,91,82,73
2,91,82,73
3,88,81,73
4,87,78,69
5,88,81,73
6,93,84,74
7,86,80,74
8,89,81,73
9,91,83,75
10,92,83,73
11,92,83,74
12,94,85,76
13,94,86,77
14,96,87,77
15,96,86,75
16,95,85,75
17,97,86,75
18,93,84,74
19,91,83,75
20,91,83,74
21,94,84,74
22,87,77,67
23,89,77,65
24,87,76,64
25,92,79,65
26,99,86,72
27,98,87,75
28,90,81,71
29,90,80,69
30,92,80,67
31,95,83,71
Sep,2016,,
1,94,83,71
2,75,70,64
3,81,73,64
4,83,72,61
5,84,71,58
6,91,76,61
7,94,81,67
8,96,82,68
9,94,83,71
10,92,83,74
11,91,82,72
12,88,79,69
13,91,78,64
14,91,79,66
15,90,78,66
16,83,76,68
17,89,78,66
18,90,81,71
19,79,75,71
20,75,73,71
21,75,73,70
22,83,77,71
23,85,76,67
24,92,78,64
25,74,72,69
26,76,71,65
27,80,74,67
28,86,76,66
29,79,72,65
30,83,77,71
Oct,2016,,
1,84,75,66
2,79,71,62
3,79,71,62
4,76,69,62
5,72,66,60
6,72,66,59
7,74,70,65
8,70,67,63
9,73,63,52
10,68,57,45
11,68,56,43
12,73,61,48
13,79,64,48
14,70,62,53
15,72,62,52
16,78,65,51
17,82,70,57
18,84,72,60
19,88,75,62
20,86,74,61
21,78,67,56
22,64,53,42
23,70,55,40
24,78,63,47
25,66,55,44
26,68,54,39
27,75,61,47
28,74,64,54
29,78,63,48
30,84,70,56
31,71,63,54
Nov,2016,,
1,64,58,52
2,79,65,50
3,83,70,56
4,69,57,45
5,65,52,38
6,71,54,37
7,64,51,38
8,67,50,33
9,67,57,47
10,65,51,37
11,70,53,36
12,55,43,30
13,64,44,24
14,54,49,44
15,64,51,37
16,69,52,35
17,69,53,37
18,76,58,39
19,77,60,42
20,53,42,31
21,54,41,27
22,58,43,27
23,62,45,28
24,72,60,47
25,74,63,52
26,58,45,32
27,56,42,27
28,59,45,31
29,72,65,58
30,77,71,65
Dec,2016,,
1,68,57,46
2,58,54,33
3,54,44,33
4,47,44,41
5,59,51,42
6,49,46,43
7,60,49,37
8,52,45,38
9,41,34,27
10,45,33,20
11,46,35,23
12,62,50,37
13,55,47,38
14,52,43,34
15,41,33,24
16,32,26,19
17,49,39,28
18,75,59,43
19,47,41,34
20,45,37,29
21,59,43,27
22,66,52,38
23,53,41,29
24,59,51,43
25,60,54,48
26,60,54,47
27,68,60,52
28,60,48,36
29,63,51,39
30,48,38,28
31,50,37,23
Jan,2017,,
1,50,46,41
2,50,48,46
3,55,50,46
4,64,53,41
5,44,37,29
6,43,38,32
7,32,26,20
8,27,21,15
9,31,20,9
10,48,36,24
11,57,49,40
12,73,64,54
13,76,63,50
14,55,49,42
15,57,49,40
16,51,48,44
17,62,55,47
18,70,58,45
19,63,50,36
20,59,53,46
21,55,53,51
22,56,55,53
23,60,52,43
24,63,52,41
25,73,55,36
26,70,57,43
27,51,41,30
28,52,40,27
29,54,42,30
30,46,38,30
31,68,50,31
Feb,2017,,
1,70,56,42
2,61,49,37
3,49,42,34
4,45,36,26
5,60,44,27
6,68,50,31
7,76,63,49
8,74,64,54
9,60,46,32
10,51,39,26
11,73,57,41
12,83,71,58
13,64,51,37
14,64,47,30
15,56,48,39
16,53,43,32
17,66,50,34
18,73,55,37
19,73,59,44
20,73,58,42
21,66,55,44
22,70,61,51
23,77,64,50
24,80,64,47
25,81,67,52
26,56,47,37
27,66,51,35
28,77,64,50
Mar,2017,,
1,79,69,59
2,62,51,39
3,54,43,31
4,54,40,25
5,53,42,30
6,65,50,34
7,74,62,49
8,69,58,46
9,75,56,37
10,69,55,41
11,50,41,31
12,48,39,30
13,42,34,26
14,54,42,30
15,40,32,24
16,50,37,24
17,58,41,23
18,64,54,44
19,57,47,36
20,66,48,30
21,82,66,50
22,64,52,39
23,56,44,31
24,71,54,37
25,76,64,52
26,77,65,52
27,79,69,59
28,80,70,60
29,73,64,55
30,67,61,55
31,79,69,58
Apr,2017,,
1,75,62,49
2,69,59,49
3,76,63,50
4,82,73,63
5,78,66,53
6,70,60,50
7,59,51,43
8,67,51,34
9,77,58,38
10,78,64,49
11,82,69,55
12,83,70,56
13,80,67,54
14,81,67,53
15,85,73,61
16,82,71,60
17,86,74,62
18,74,68,61
19,69,62,55
20,85,71,56
21,89,76,63
22,87,72,56
23,56,55,53
24,60,57,53
25,70,64,58
26,81,69,56
27,82,72,62
28,88,79,69
29,89,81,72
30,86,78,70
