11,61,51,41
12,58,48,39
13,59,44,29
14,61,46,30
15,58,46,33
16,63,46,28
17,72,50,29
18,77,56,34
19,73,56,38
20,70,57,44
21,67,56,45
22,59,55,51
23,60,54,47
24,72,53,34
25,73,58,42
26,75,60,46
27,76,64,53
28,75,66,56
29,73,64,56
30,63,57,51
May,2016,,
1,69,60,51
2,75,64,54
3,65,58,52
4,57,52,46
5,48,42,37
6,53,46,40
7,69,56,44
8,66,60,53
9,71,60,50
10,71,62,52
11,71,61,51
12,75,63,51
13,65,58,47
14,66,54,42
15,52,43,34
16,64,52,40
17,63,56,50
18,67,60,54
19,54,52,48
20,52,50,48
21,68,58,49
22,63,56,48
23,61,51,41
24,73,56,38
25,77,59,41
26,74,66,57
27,80,67,54
28,76,66,55
29,68,61,54
30,76,62,47
31,75,64,54
Jun,2016,,
1,76,66,55
2,77,66,55
3,78,68,57
4,82,68,55
5,73,67,61
6,73,66,57
7,75,64,52
8,69,58,48
9,75,60,45
10,80,64,47
11,84,68,53
12,81,71,61
13,82,70,56
14,84,68,51
15,80,70,59
16,81,74,66
17,76,68,61
18,74,63,52
19,73,58,44
20,79,62,46
21,78,70,63
22,79,71,63
23,82,72,62
24,78,70,61
25,83,70,56
26,80,71,62
27,80,70,59
28,79,69,59
29,78,66,55
30,76,67,58
Jul,2016,,
1,81,72,62
2,80,68,56
3,81,72,62
4,81,72,63
5,79,72,64
6,81,74,67
7,74,70,65
8,82,72,61
9,78,72,65
10,79,70,60
11,81,69,57
12,79,69,59
13,83,72,62
14,83,72,62
15,80,72,65
16,80,70,60
17,84,70,56
18,84,72,59
19,83,73,63
20,85,72,59
21,85,71,57
22,84,72,61
23,77,69,61
24,75,68,61
25,77,69,61
26,88,76,64
27,85,76,67
28,84,76,67
29,81,72,64
30,81,73,65
31,83,73,63
Aug,2016,,
1,85,72,60
2,79,72,64
3,75,70,66
4,67,66,64
5,77,71,65
6,83,72,62
7,77,72,65
8,72,68,63
9,75,70,64
10,77,72,66
11,80,74,67
12,82,74,66
13,81,74,68
14,84,73,62
15,84,72,61
16,82,72,62
17,81,73,65
18,78,70,63
19,77,70,64
20,78,72,65
21,75,70,64
22,75,66,56
23,77,65,53
24,74,64,53
25,82,70,59
26,87,74,61
27,83,70,58
28,81,70,59
29,82,68,54
30,81,68,56
31,84,71,58
Sep,2016,,
1,79,69,59
2,66,62,59
3,75,60,46
4,74,63,52
5,79,64,48
6,80,66,53
7,82,69,56
8,82,68,55
9,81,68,55
10,82,70,57
11,77,66,53
12,75,64,52
13,82,68,55
14,82,68,54
15,81,68,54
16,68,64,61
17,74,66,58
18,75,64,54
19,77,69,61
20,78,66,54
21,76,64,52
22,70,64,57
23,80,69,58
24,83,67,51
25,76,64,52
26,76,68,61
27,72,65,58
28,74,64,53
29,67,58,49
30,68,58,49
Oct,2016,,
1,68,56,43
2,67,55,43
3,70,58,47
4,68,59,50
5,66,58,50
6,65,58,51
7,62,58,55
8,64,57,50
9,60,52,44
10,67,54,41
11,62,48,34
12,65,48,32
13,65,53,41
14,62,54,46
15,65,56,47
16,69,60,52
17,73,60,46
18,74,59,44
19,76,62,48
20,76,64,51
21,63,52,41
22,46,42,38
23,61,50,39
24,65,56,47
25,63,50,38
26,62,46,30
27,63,53,43
28,69,56,43
29,73,55,37
30,70,58,47
31,72,60,49
Nov,2016,,
1,70,62,53
2,73,60,48
3,68,56,43
4,60,52,43
5,63,46,30
6,67,48,28
7,60,44,27
8,59,44,29
9,49,44,38
10,58,46,35
11,55,45,35
12,50,38,25
13,57,39,21
14,55,43,31
15,54,41,28
16,58,46,34
17,65,50,35
18,72,50,30
19,52,40,30
20,35,30,26
21,39,32,25
22,55,42,28
23,54,39,25
24,58,49,38
25,59,46,32
26,43,38,32
27,53,40,28
28,46,38,31
29,62,54,45
30,59,54,49
Dec,2016,,
1,47,42,34
2,43,37,31
3,40,35,30
4,44,38,33
5,50,46,41
6,47,40,34
7,54,44,35
8,40,32,23
9,25,22,18
10,32,24,17
11,42,30,19
12,48,44,39
13,42,36,31
14,40,34,29
15,32,23,14
16,36,22,13
17,61,48,35
18,55,42,31
19,39,34,29
20,49,36,24
21,55,44,33
22,48,40,33
23,47,38,29
24,56,48,39
25,53,49,45
26,53,47,42
27,56,48,41
28,54,43,32
29,47,38,30
30,30,28,25
31,41,30,19
Jan,2017,,
1,55,45,36
2,49,44,40
3,55,48,41
4,50,38,26
5,35,29,23
6,28,26,22
7,21,14,8
8,13,8,3
9,24,16,8
10,40,29,20
11,50,42,34
12,65,54,43
13,59,54,49
14,57,50,43
15,55,52,49
16,59,52,44
17,59,53,47
18,57,51,43
19,60,48,36
20,59,49,39
21,52,43,34
22,55,50,45
23,45,43,41
24,41,38,36
25,64,52,39
26,51,40,29
27,29,26,23
28,37,30,23
29,35,30,23
30,32,25,19
31,54,42,29
Feb,2017,,
1,59,44,30
2,48,43,37
3,37,29,20
4,37,26,15
5,43,36,29
6,61,45,29
7,61,50,39
8,56,50,44
9,46,33,20
10,49,31,19
11,58,52,46
12,66,55,43
13,45,38,30
14,53,38,25
15,40,34,30
16,37,32,26
17,59,44,29
18,61,48,35
19,51,47,43
20,66,49,32
21,55,44,32
22,53,47,41
23,61,50,39
24,66,50,35
25,57,44,29
26,43,33,23
27,49,37,25
28,62,44,28
Mar,2017,,
1,68,56,43
2,42,36,31
3,36,32,27
4,47,36,24
5,52,37,22
6,50,39,28
7,56,52,47
8,53,45,37
9,65,47,29
10,51,41,31
11,37,31,25
12,45,34,24
13,41,32,23
14,33,24,15
15,24,18,12
16,34,26,17
17,49,35,21
18,56,46,35
19,41,36,32
20,59,44,28
21,69,56,44
22,56,43,29
23,51,36,22
24,63,48,34
25,65,56,48
26,58,53,48
27,69,60,50
28,58,52,47
29,69,54,39
30,53,48,44
31,60,53,46
Apr,2017,,
1,53,48,42
2,66,52,37
3,55,48,42
4,69,60,50
5,59,49,39
6,53,44,33
7,46,40,33
8,55,44,33
9,66,46,26
10,71,56,42
11,75,57,39
12,71,60,46
13,73,55,37
14,75,58,41
15,69,58,46
16,71,61,51
17,68,57,46
18,60,55,50
19,59,54,50
20,71,58,46
21,73,60,48
22,69,61,53
23,53,48,42
24,51,48,44
25,62,55,48
26,75,60,44
27,64,60,55
28,75,62,48
29,80,68,55
30,71,66,62
